hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
12,FRI,ROSEMONE RD S,DAM NECK RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,4,NO,NO,427,ROSEMONE RD S,15000.0,16000.0,fuzzy
7,FRI,3400 PRINCESS ANNE RD,3400 DAM NECK RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,3400 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
9,FRI,5845 NORTHAMPTON BL,NORWICH AV,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,5845 NORTHAMPTON BL,30000.0,34000.0,fuzzy
13,THU,5805 NORTHAMPTON BL,BAKER RD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,326,5805 NORTHAMPTON BL,30000.0,34000.0,fuzzy
11,THU,4800 WITCHDUCK RD N,700 JERICHO,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,4800 WITCHDUCK RD N,5100.0,5600.0,fuzzy
11,FRI,ROSEMONT RD N,VIRGINIA BEACH BL,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,ROSEMONT RD N,30000.0,32000.0,fuzzy
23,THU,800 MILITARY HW S,6500 INDIAN RIVER RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,800 MILITARY HW S,11000.0,12000.0,fuzzy
22,FRI,1900 CENTERVILLE TURNPIKE,1900 KEMPSVILLE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,OTHER,1,NO,NO,na,1900 CENTERVILLE TURNPIKE,19000.0,21000.0,fuzzy
20,FRI,100 INDEPENDENCE BL S, ,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,324,100 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
17,THU,100 INDEPENDENCE BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,324,100 INDEPENDENCE BL,73000.0,77000.0,fuzzy
17,FRI,1200 DIAMOND SPRINGS RD, ,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,326,1200 DIAMOND SPRINGS RD,22000.0,23000.0,fuzzy
1,MON,1300 INDEPENDENCE BL, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,OTHER,1,NO,NO,329,1300 INDEPENDENCE BL,73000.0,77000.0,fuzzy
4,MON,4500 BANK ST, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,HEAD ON,2,NO,NO,324,4500 BANK ST,16000.0,26000.0,fuzzy
12,SUN,1700 MEDITERRANEAN AV,600 VIRGINIA BEACH BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,227,1700 MEDITERRANEAN AV,2400.0,2600.0,median_fill
9,WED,500 18TH ST,MEDITERRANEAN AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,227,500 18TH ST,16000.0,26000.0,fuzzy
11,FRI,KEMPSVILLE RD,STEWART DR,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,KEMPSVILLE RD,15000.0,16000.0,fuzzy
17,SAT,2000 ATLANTIC AV,200 20TH ST,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,227,2000 ATLANTIC AV,2400.0,2600.0,median_fill
10,SUN,5600 LYNNHAVEN PW,CENTERVILLE TP,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,5600 LYNNHAVEN PW,46000.0,50000.0,fuzzy
11,FRI,100 ROSEMONT RD S,3500 HILBER ST,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,THREE APPROACHES,REAR END,3,NO,NO,na,100 ROSEMONT RD S,30000.0,32000.0,fuzzy
10,TUE,500 INDEPENDENCE BL S,400 EDWIN DR,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,500 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
11,THU,6500 PROVIDENCE RD,COLLEGE PARK SQ SC,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,6500 PROVIDENCE RD,17000.0,18000.0,fuzzy
10,WED,3900 HOLLAND RD,700 WINDSOR OAKS BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,3900 HOLLAND RD,36000.0,38000.0,fuzzy
16,THU,6680 INDIAN RIVER RD,3200 MACDONALD ROAD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,6680 INDIAN RIVER RD,71000.0,78000.0,fuzzy
12,FRI,200 SOUTH ROSEMONT RD,3500 CHESTER STREET,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,200 SOUTH ROSEMONT RD,30000.0,32000.0,fuzzy
13,FRI,2000 BLOCK KEMPSVILLE ROAD,MONUMENT DRIVE,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2000 BLOCK KEMPSVILLE ROAD,71000.0,78000.0,fuzzy
15,FRI,SOUTH WITCHDUCK RD,ANVERS ROAD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,SOUTH WITCHDUCK RD,5100.0,5600.0,fuzzy
17,FRI,600 BLOCK WINDSOR OAKS BOULEVARD,HOLLAND ROAD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,600 BLOCK WINDSOR OAKS BOULEVARD,6000.0,6400.0,fuzzy
18,FRI,700 WINDSOR OAKS BLVD,3900 HORIZON WAY,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,700 WINDSOR OAKS BLVD,6000.0,6400.0,fuzzy
14,WED,2300 VIRGINIA BEACH BL,300 GREAT NECK RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,2300 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
12,TUE,1000 GREAT NECK RD N,2200 OLD DONATION PW,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,221,1000 GREAT NECK RD N,39000.0,42000.0,fuzzy
13,WED,FIRST COLONIAL RD,VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,FIRST COLONIAL RD,36000.0,39000.0,exact
12,TUE,LONDON BRIDGE RD,VIRGINIA BEACH BL,01.10 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,LONDON BRIDGE RD,33000.0,35000.0,exact
14,SAT,HOLLAND RD,S. INDEPENDENCE BLVD, Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,HOLLAND RD,36000.0,38000.0,exact
12,SUN,28TH ST,PACIFIC AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,28TH ST,2900.0,3100.0,fuzzy
15,FRI,3800 PACIFIC AV,38TH ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3800 PACIFIC AV,2400.0,2600.0,median_fill
13,WED,2900 INDIAN RIVER RD,RIDDICK LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,OTHER,1,NO,NO,na,2900 INDIAN RIVER RD,71000.0,78000.0,fuzzy
6,WED,1100 DAM NECK RD,GENERAL BOOTH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,123,1100 DAM NECK RD,36000.0,38000.0,fuzzy
13,WED,812 LYNNHAVEN PW,CHERIE DR,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,127,812 LYNNHAVEN PW,46000.0,50000.0,fuzzy
10,TUE,3700 DAM NECK RD,LANDSTOWN CENTRE WY,   10 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,125,3700 DAM NECK RD,36000.0,38000.0,fuzzy
21,SAT,5300 INDIAN RIVER RD,LILA LANE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,5300 INDIAN RIVER RD,71000.0,78000.0,fuzzy
15,MON,500 MILITARY HW S,1200 BROCKMAN AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,na,500 MILITARY HW S,11000.0,12000.0,fuzzy
16,TUE,4454 HOLLAND PLAZA SC,4400 HOLLAND RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4454 HOLLAND PLAZA SC,36000.0,38000.0,fuzzy
18,THU,1300 OCEANA BOULEVARD,1300 BEACONS REACH DRIVE,  100 Feet From,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,TWO APPROACHES,REAR END,2,NO,NO,na,1300 OCEANA BOULEVARD,30000.0,34000.0,fuzzy
17,THU,1200 BLOCK SANDBRIDGE RD,COLECHESTER RD,00.25 Miles From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,OTHER,1,NO,NO,na,1200 BLOCK SANDBRIDGE RD,13000.0,14000.0,fuzzy
20,FRI,3100 HOLLAND ROAD,3200 DAM NECK ROAD,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,FIXED OBJECT IN ROAD,1,NO,NO,na,3100 HOLLAND ROAD,36000.0,38000.0,fuzzy
16,MON,5328 ACADEMY DR,S PARLIMENT DR,  .33 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,5328 ACADEMY DR,9400.0,10000.0,fuzzy
19,FRI,3300 ASHAWAY ROAD,3300 WOODBURNE DRIVE,  220 Feet From,DUSK,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,HEAD ON,2,NO,NO,na,3300 ASHAWAY ROAD,39000.0,42000.0,fuzzy
14,TUE,2000 LYNNHAVEN PW,PRINCESS ANNE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,2000 LYNNHAVEN PW,46000.0,50000.0,fuzzy
16,WED,1300 LONDON BRIDGE RD,1300 TAYLOR FARM RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,1300 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
22,TUE,900 KEMPSVILLE RD,5200 PROVIDENCE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,900 KEMPSVILLE RD,39000.0,42000.0,fuzzy
17,WED,200 CITATION DR,PRINCESS ANNE RD,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,423,200 CITATION DR,9400.0,10000.0,fuzzy
13,THU,VIRGINIA BEACH BLVD,BIRDNECK RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
11,FRI,FIRST COLONIAL RD,LASKIN RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,YES,na,FIRST COLONIAL RD,36000.0,39000.0,exact
13,MON,VIRGINIA BEACH BL,PLAZA TL N,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,0,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
8,TUE,4700 FIRST CT RD,CAVERSHAW MEWS,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,4700 FIRST CT RD,8400.0,9000.0,fuzzy
16,THU,SOUTH ROSEMONTH RD,EAGLE AVE,  375 Feet From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,SOUTH ROSEMONTH RD,39000.0,42000.0,fuzzy
18,FRI,6600 INDIAN RIVER RD,3200 SANDRA LA,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,6600 INDIAN RIVER RD,71000.0,78000.0,fuzzy
19,TUE,2300 DAM NECK RD,LONDON BRIDGE RD,   10 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2300 DAM NECK RD,36000.0,38000.0,fuzzy
16,MON,1900 DAM NECK ROAD,HARPERS ROAD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1900 DAM NECK ROAD,36000.0,38000.0,fuzzy
18,THU,EAST MALL DRIVE,LYNNHAVEN MALL LOOP,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,EAST MALL DRIVE,5000.0,5400.0,fuzzy
16,THU,3300 HOLLAND ROAD,1200 LYNNHAVEN PARKWAY,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,3300 HOLLAND ROAD,36000.0,38000.0,fuzzy
15,FRI,32ND ST,ARCTIC AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,32ND ST,13000.0,14000.0,fuzzy
15,THU,1800 LASKIN RD,1800 REPUBLIC RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,YES,na,1800 LASKIN RD,3000.0,3200.0,fuzzy
1,SUN,4916 CLIFFONY DRIVE,HELMSLEY CT,  500 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,3,NO,NO,na,4916 CLIFFONY DRIVE,9400.0,10000.0,fuzzy
18,SUN,1500 LYNNHAVEAN PARKEWAY,S. ROSEMONT,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,1500 LYNNHAVEAN PARKEWAY,46000.0,50000.0,fuzzy
16,FRI,2400 VIRGINIA BEACH BL,PARKER LA,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2400 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
14,THU,3441 VIRGINIA BEACH BL,NORTH PLAZA TL,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,3441 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
19,THU,217 INDEPENDENCE BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,3,NO,NO,324,217 INDEPENDENCE BL,73000.0,77000.0,fuzzy
16,MON,4821 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,324,4821 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
23,FRI,4600 LOOKOUT RD, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,330,4600 LOOKOUT RD,1300.0,1400.0,fuzzy
17,MON,1000 INDEPENDENCE BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,328,1000 INDEPENDENCE BL,73000.0,77000.0,fuzzy
21,FRI,1900 DIAMOND SPRINGS RD, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,TWO APPROACHES,ANGLE,2,,NO,331,1900 DIAMOND SPRINGS RD,22000.0,23000.0,fuzzy
15,WED,5833 NORTHAMPTON BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,326,5833 NORTHAMPTON BL,30000.0,34000.0,fuzzy
21,TUE,4400 VIRGINIA BEACH BL, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,YES,NO,323,4400 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
14,WED,3600 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,322,3600 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
11,SUN,1800 MEREDITH RD, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,331,1800 MEREDITH RD,260.0,280.0,fuzzy
7,THU,5000 SMITH FARM RD, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,TWO APPROACHES,ANGLE,3,NO,NO,331,5000 SMITH FARM RD,39000.0,42000.0,fuzzy
8,TUE,600 INDEPENDENCE BL, ,Yes,DAYLIGHT,,DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,323,600 INDEPENDENCE BL,73000.0,77000.0,fuzzy
13,WED,5000 SHORE DR, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,329,5000 SHORE DR,5000.0,5400.0,fuzzy
13,FRI,SHORE DR,VANTAGE PT,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,0,NO,NO,na,SHORE DR,9600.0,10000.0,fuzzy
10,SUN,2200 PRINCESS ANNE RD,2200 GENERAL BOOTH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,122,2200 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
10,MON,5913 NORTHAMPTON BL,BURTON STATION RD,  900 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,0,NO,NO,na,5913 NORTHAMPTON BL,30000.0,34000.0,fuzzy
13,SUN,20TH ST,PACIFIC AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,20TH ST,2900.0,3100.0,fuzzy
13,SAT,9TH ST,PACIFIC AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,9TH ST,3300.0,3500.0,fuzzy
13,SUN,PHOENIX DR,SABRE ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,PHOENIX DR,9600.0,10000.0,fuzzy
21,SAT,1021 VIRGINIA BEACH BLVD,SEABRIDGE RD., Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,1021 VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
17,SAT,1900 BLK LASKIN RD.,300 BLK  PHILLIP,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1900 BLK LASKIN RD.,3000.0,3200.0,fuzzy
2,SUN,22ND ST,BALTIC AVE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,22ND ST,13000.0,14000.0,exact
19,SAT,500 22ND ST,BALTIC AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,500 22ND ST,13000.0,14000.0,fuzzy
21,FRI,22ND ST,MEDITERRANEAN AVE,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,22ND ST,13000.0,14000.0,exact
16,SAT,5800 NORTHAMPTON BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,4,NO,NO,331,5800 NORTHAMPTON BL,30000.0,34000.0,fuzzy
16,SUN,3300 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,321,3300 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
16,SUN,3400 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,321,3400 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
20,SUN,3900 VIRGINIA BEACH BL, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,322,3900 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
2,SAT,800 DIAMOND SPRINGS RD, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,327,800 DIAMOND SPRINGS RD,22000.0,23000.0,fuzzy
16,MON,200 BLOCK OF S INDEPENDENCE BOULEVARD,4600 BLOCK OF BONNEY ROAD,  750 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,200 BLOCK OF S INDEPENDENCE BOULEVARD,73000.0,77000.0,fuzzy
21,FRI,2917 SANDFIDDLER ROAD,CHUBB LANE,   50 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2917 SANDFIDDLER ROAD,560.0,600.0,fuzzy
